word,frequency
cũngthầm,1
nhìnTrình,1
dàitheo,1
bốnchữ,1
tốthơn,1
muốnngắm,1
cũngbắt,1
bộcquyên,1
lắcxăm,1
nhờtăng,1
chínhquả,1
đếnnơi,1
mẹcon,1
hômnay,1
tiềnthanh,1
trướcđi,1
tìmđược,1
lưnglừa,1
lừatiến,1
tretreo,1
đangchờ,1
thầntiên,1
lạinhìn,1
đúngngười,1
phòngĐịch,1
đầutiên,1
Yêucảm,1
chọnngồi,1
đùavà,1
Đúnglúc,1
mờmờ,1
đểtrước,1
Yêunày,1
đổinhưng,1
yêulại,1
địnhsẽ,1
LâmNha,1
chủtrong,1
xongliền,1
nhàmchán,1
lyrượu,1
sangbỡn,1
Yêunâng,1
mởmắt,1
nhưngchợt,1
tinvào,1
ấmáp,1
nhưngvẫn,1
vàoquán,1
nhẹnhàng,1
côsuýt,1
đượctiếng,1
chưavề,1
thôimà,1
Dạnằm,1
Anhmở,1
trongphòng,1
Anrất,1
tủđầu,1
tứctâm,1
làmnhục,1
đangrất,1
Lạilàm,1
giọngxuống,1
lỗtai,1
quảcủa,1
đóđẹp,1
yêunha,1
chamuốn,1
chatóm,1
KHẢ,1
KHI,1
chữnày,1
thấyTrình,1
thìnay,1
đãqua,1
sốngđã,1
mắtmờ,1
xấuchữ,1
ngàysau,1
haycụ,1
ÔngTrình,1
tôicũng,1
mấyai,1
chữrồi,1
choLai,1
miệnggiới,1
Vàinăm,1
vừathuê,1
Trìnhđáp,1
lãoDịch,1
trồngcây,1
chođấy,1
kháchkhông,1
kiểmtra,1
cũngchẳng,1
tràthơm,1
phòngmà,1
trêncó,1
gáinhận,1
chẳngkém,1
nhắcnữa,1
chuyệnhợp,1
hỏichuyện,1
lấnthêm,1
sựkhôn,1
Haingười,1
bấtđồng,1
thằngcon,1
bịbệnh,1
mừngthọ,1
quantài,1
củacụ,1
kếttrái,1
đãthế,1
gáicũng,1
chỉmười,1
gáinhà,1
bốntuổi,1
đượcvào,1
cóbằng,1
ôngTrình,1
cũngthuộc,1
làbậc,1
tôigió,1
màurêu,1
trẻcon,1
tháicông,1
đưađôi,1
sinhvừa,1
thìtao,1
tiênsinh,1
mớiđến,1
nếuthầy,1
nămbốn,1
báisư,1
chuẩnbị,1
sạphàng,1
thìdắt,1
ấyhả,1
ôngđã,1
chụcnăm,1
váichào,1
gầnđây,1
cươngtrực,1
làthái,1
ramặt,1
háchẳng,1
đãthỉnh,1
tôingày,1
thẩnvới,1
vẫntốt,1
chuyệntốt,1
buồnkhiến,1
đượcmiễn,1
toànđi,1
sựrồi,1
bàicũng,1
ngâmnga,1
vàomột,1
conkhông,1
Yêutắm,1
nằmvật,1
mìnhmới,1
đómình,1
rõhình,1
hồilâu,1
nêngãi,1
quầ,1
vớiđiện,1
lạiLâm,1
đimua,1
chợpnghĩ,1
phảiLâm,1
tìmcùng,1
mộttiệm,1
ýtưởng,1
Vốnkhuôn,1
conhơn,1
đếnLâm,1
nhìncậu,1
nhiênbỏ,1
nguyênnhân,1
Mìnhthật,1
kỹrồi,1
thấytrong,1
từgiờ,1
Yêukhông,1
chiềukéo,1
đượccái,1
nghịchmái,1
cònsống,1
thẻchắc,1
trongtúi,1
nhétluôn,1
imắng,1
vừađúng,1
muốnxuống,1
chếtđâu,1
lancan,1
túihành,1
sợidây,1
lửnggiữa,1
nhưcũng,1
hiệnra,1
xuốngtrước,1
Môngđau,1
Batỉnh,1
quátcủa,1
vàngchạy,1
Quảnhiên,1
sờvào,1
khôngmang,1
mắtlong,1
nàymột,1
bénày,1
tathất,1
nênbắt,1
thậtcho,1
tôithì,1
ôngkhẽ,1
Anchững,1
nắmchặt,1
giờmình,1
củamình,1
rồianh,1
nhưbò,1
Yêudính,1
choanh,1
tôikhông,1
tôichưa,1
dẫnvừa,1
cònnói,1
AnTiểu,1
anhta,1
mấtnguyên,1
cảtrời,1
mạnhcủa,1
nằmdài,1
đốimặt,1
Baxanh,1
bèđi,1
vềkhông,1
AnBa,1
khinhận,1
côchủ,1
vụnày,1
đờisớm,1
đilàm,1
khôngtin,1
Cònnữa,1
lênnên,1
chủgiao,1
quayvề,1
kháchsạn,1
chodù,1
bàncạnh,1
nhàngđưa,1
giaoBảo,1
lớnxảy,1
kháccho,1
dụngcủa,1
dùngđược,1
mìnhlàm,1
tìmcha,1
trongví,1
Yêuvỗ,1
mìnhổn,1
quầnáo,1
épmình,1
làmTiểu,1
thểdiện,1
đitheo,1
khôngtrung,1
bayngày,1
chútcoca,1
bỏchạy,1
saulưng,1
ôngsau,1
miếngra,1
hoai,1
hiết,1
Át,1
KtXd,1
chúngta,1
nhưngvẻ,1
răg,1
GIANG,1
KHOÁT,1
thuền,1
nghơi,1
Holobaymau,1
trv,1
Bẻ,1
lòngtự,1
nhạng,1
Ngyệt,1
jum,1
young,1
tak,1
hea,1
Greenlife,1
Bat,1
tieubachngoc,1
Đuốc,1
duềnh,1
vietkiem,1
lúcn,1
luên,1
phảm,1
hoangtruc,1
Darling,1
Napôlêông,1
Bruých,1
tecnơp,1
nhầu,1
lụ,1
Pan,1
Mea,1
mea,1
thúthì,1
chẳnu,1
xépcủa,1
tịm,1
chúnu,1
Barbecue,1
mócdc,1
gũ,1
Chúnu,1
khônu,1
thầg,1
êg,1
áivà,1
xệp,1
sựhỏi,1
riđô,1
khỉo,1
Tootles,1
rảu,1
Goa,1
Guidjo,1
Noodler,1
Robulus,1
Mullins,1
Alf,1
Mason,1
Caribe,1
See,1
Saclơ,1
Stuart,1
quắm,1
Delaware,1
Huron,1
Vằn,1
Yô,1
Davy,1
Johns,1
đượcvà,1
squaw,1
suỵp,1
soạp,1
lèn,1
Margery,1
Tiddlywinks,1
bsdc,1
mằd,1
Dador,1
oác,1
Caribê,1
Geo,1
Scourie,1
Chas,1
Alsatian,1
Foggerty,1
Jolly,1
Roger,1
Sea,1
Tớgiúp,1
cla,1
nhiênp,1
sángo,1
Martha,1
Border,1
Cindy,1
Lindsay,1
Homicide,1
Hunt,1
Mad,1
About,1
Brandt,1
Yemen,1
Berkeley,1
Alcatraz,1
Bulgari,1
phécmơtuya,1
Campbell,1
Krug,1
Clos,1
Mesnil,1
Boxer,1
ôxy,1
gờn,1
Ngấp,1
xạch,1
léolăn,1
Etơn,1
bỏm,1
Riô,1
Axores,1
Lida,1
Nminhngoc,1
Teynte,1
Mênh,1
Jeu,1
Paume,1
Orenthaler,1
Newport,1
Noe,1
Bronca,1
Sutter,1
Murray,1
Vasquez,1
Clapper,1
đivăng,1
adernalin,1
thưong,1
Glass,1
Fitzpatrick,1
Stone,1
Steadman,1
Earthsake,1
CSU,1
Doberman,1
granit,1
Bryant,1
plexi,1
Pepcid,1
Roth,1
Aerosole,1
Killian,1
McLachlan,1
Bianco,1
Alibi,1
Êcốt,1
Potrero,1
Michaelian,1
Welting,1
Kenedy,1
Nob,1
ƯM,1
xìììììì,1
ửa,1
mắtt,1
lựoi,1
nưỡng,1
nhièu,1
kẻtrách,1
Hẫp,1
ax,1
editer,1
thnah,1
phươngNam,1
liềntrở,1
Raaaaa,1
vậyyyy,1
cnảh,1
Baka,1
củaThượng,1
maù,1
dưỡi,1
qyấy,1
xuỗng,1
Sải,1
chuyenej,1
phiaanf,1
gin,1
mien,1
Cry,1
abnf,1
snhuw,1
thâtj,1
căt,1
Nhói,1
motoj,1
nanwgj,1
ocn,1
đựt,1
Giognj,1
Thâng,1
giognj,1
rx,1
NTT,1
JK,1
kệp,1
Usb,1
gnhe,1
Jesu,1
thuanaj,1
nưã,1
đướ,1
Khôgn,1
mõng,1
lưngc,1
lĩnhc,1
tứi,1
nhnj,1
goị,1
thaygiày,1
gitj,1
mấ,1
nut,1
uên,1
lieu,1
đạy,1
vỡn,1
phaỉ,1
hỏang,1
ngaya,1
rac,1
ợn,1
ac,1
Lien,1
cooó,1
thiaan,1
sx,1
sẽdduwa,1
ccho,1
mín,1
điênh,1
Sị,1
Lỷ,1
bnj,1
mớilàloại,1
giãyg,1
họđừng,1
trùmlấy,1
rênrỉ,1
thểtrào,1
rảnhrổi,1
nữkia,1
dừnglại,1
ngườikhông,1
nởmở,1
cònrất,1
cóphải,1
nóngrát,1
xìmột,1
lựcmạnh,1
ngườinọ,1
đếnchừng,1
càngto,1
lòngtôi,1
mắtlạị,1
đóngmởmở,1
tiếngdâm,1
trợnto,1
nhanhchảy,1
gâng,1
SI,1
Chuyệ,1
ươt,1
chuyệ,1
chutscamr,1
KTT,1
klúc,1
thaanh,1
vaò,1
suẩn,1
hait,1
NHược,1
Dáy,1
ngội,1
sngs,1
hơnt,1
cuons,1
KỶ,1
xaqcs,1
camr,1
phn,1
khuôan,1
emn,1
cượng,1
hiệ,1
xậu,1
account,1
Vơi,1
Magic,1
Vịn,1
Noái,1
Shark,1
TEEN,1
mươì,1
barbi,1
ngoảy,1
veston,1
sandan,1
TIết,1
rứT,1
supper,1
Tuyế,1
chềnh,1
ềnh,1
dợt,1
điổ,1
Fill,1
worship,1
adore,1
In,1
words,1
Yrong,1
ìu,1
tđiê,1
gốita,1
môđt,1
Ax,1
Uâ,1
lôên,1
đưô,1
hướngtrên,1
nghiôn,1
vìmô,1
thuy,1
khêng,1
Uấn,1
htha,1
Vùn,1
Chộp,1
cuyê,1
điễm,1
càch,1
đquá,1
tiểt,1
đụp,1
ghèm,1
Trêm,1
đẩyCổ,1
xấuxa,1
tỏithơm,1
đượcnhư,1
Lơn,1
âyu,1
khoongd,1
chayjd,1
cùngkẻ,1
cart,1
IELTS,1
Ciao,1
ngheiem,1
Viễm,1
taytrước,1
xỗ,1
cếch,1
inoxgọt,1
hênh,1
Nguyêtnga,1
nhưánh,1
sựđi,1
ngâp,1
chobọn,1
miệnh,1
bucw,1
đếnvô,1
Dứng,1
nămg,1
tôinghe,1
Yênđút,1
choà,1
khoấy,1
tiểut,1
Grừừừ,1
ngat,1
RL,1
Steveb,1
thacho,1
SELINA,1
Tụng,1
Tommy,1
cũngnhờ,1
Lovebaby,1
Nghj,1
salong,1
Okamoto,1
tángyuǎn,1
tāngyuán,1
WHO,1
Spoil,1
Tq,1
theoo,1
Thuơng,1
nsăm,1
luạn,1
lậc,1
NCU,1
tớimáy,1
turớc,1
thểThiển,1
uyết,1
nlần,1
Aó,1
Pin,1
Ðốc,1
ngoạp,1
đànnh,1
xy,1
Băc,1
gât,1
Truật,1
uầy,1
Colombus,1
pi,1
Thah,1
Nguyết,1
Chải,1
Dạm,1
nàyông,1
qung,1
dìa,1
ngoã,1
Sừ,1
Thóp,1
màco,1
uyuển,1
huynhphải,1
Mỡ,1
Hịch,1
Eric,1
Bond,1
custard,1
yogurt,1
lavender,1
Ớn,1
xuốngTrên,1
lónglansh,1
rươi,1
hới,1
hòan,1
FONT,1
nhượt,1
âmsang,1
Vampiro,1
Mom,1
hoasen,1
Đuờng,1
Tưngd,1
madn,1
cgaof,1
trườnng,1
Erid,1
đứal,1
mớii,1
Sheraton,1
miemei,1
Micky,1
Rộn,1
Elizabeth,1
Bergen,1
Carat,1
Mie,1
Gothic,1
Lane,1
lỉa,1
Mitre,1
dear,1
Đuối,1
Gym,1
Siêng,1
hey,1
Xỉn,1
ầmmĩ,1
Gaulle,1
ngù,1
Latté,1
JPG,1
fép,1
Hawai,1
zách,1
Què,1
Đểu,1
nửae,1
ngửan,1
hua,1
ltrụ,1
đúngz,1
csần,1
toàng,1
NHất,1
nahfn,1
Uýnh,1
Boóc,1
Khui,1
DaMo,1
SangFei,1
đỏng,1
Thọc,1
Yêuvừa,1
tronggiây,1
gìchứ,1
nhỏmà,1
đànông,1
tiềnvậy,1
ýlàm,1
ghếrồi,1
chếtạo,1
cóhứng,1
biếttrí,1
cũngđược,1
nửanăm,1
biếttại,1
Chảnh,1
đểđút,1
rarồi,1
toántiền,1
tôinói,1
làcô,1
nêngiấy,1
Yêuđáng,1
Yêuphồng,1
sộcvào,1
bósát,1
dàikhông,1
nhìnkhuôn,1
khôngcó,1
miệngkhẽ,1
Mìnhđiểm,1
củaAn,1
vớimình,1
mìnhmà,1
đọcbản,1
phảichuyện,1
cócảm,1
ngườicon,1
ChờLong,1
chỉnơi,1
cửavang,1
Yêuchoáng,1
mìnhkhông,1
chảynước,1
đẹpđó,1
cửalại,1
Yêuđã,1
thậtđáng,1
Khôngbiết,1
mùihương,1
rồilà,1
thểgiống,1
giốngnhư,1
Yêuđang,1
đượcrồi,1
nàothì,1
sangtrọng,1
cáchđây,1
ngườiđàn,1
viênkhách,1
êmái,1
chẳngnhững,1
tiềncọc,1
liếcmắt,1
mẹtôi,1
cùnggói,1
bịgãy,1
giờTiểu,1
đừngcó,1
Nếunhững,1
vớitôi,1
đipha,1
khẩukhông,1
vẫnđứng,1
nguyềnrủa,1
anhnên,1
chútchoáng,1
xanhcủa,1
uốngmột,1
ngờviệc,1
bêncạnh,1
mêngười,1
mócvào,1
Dạđã,1
thânquen,1
chamình,1
khôngnhỉ,1
giờcha,1
nàyAn,1
nữasẽ,1
lớncòn,1
khangtrang,1
racầm,1
choLong,1
cùngcô,1
muốnrút,1
nếugiờ,1
phảiđã,1
hồihộp,1
đangđứng,1
lonlớn,1
đầmtím,1
mỉmcười,1
sựchuyển,1
phảikhông,1
Tiểuyêu,1
đangkinh,1
Dạôm,1
nêncon,1
sóccon,1
thìliền,1
mặtnhanh,1
cằnnhằn,1
lạnha,1
ngườita,1
nênmẹ,1
lạnhlùng,1
kiêucái,1
nóicho,1
xàotôi,1
lầnanh,1
thườngnhư,1
mö,1
phòvì,1
chămsóc,1
nêncô,1
khônghài,1
hậnkhông,1
cúixuống,1
khôngnhịn,1
mìnhà,1
ẹt,1
khôngnhững,1
Yêulên,1
ngoãnchiều,1
màcánh,1
anhlàm,1
tínhtoán,1
thểtên,1
quátAn,1
tiếnggõ,1
ramở,1
anhcòn,1
xanhnhư,1
hiểurồi,1
conlại,1
Thanhniên,1
thậttốt,1
nhìnhai,1
cửaxong,1
đấuvới,1
rấtlạ,1
đượcnguyên,1
thuingồi,1
bàkhẽ,1
khiquen,1
choJulie,1
anhrất,1
ngồivào,1
lạimọi,1
choLâm,1
màcậu,1
cậucó,1
thờichỉ,1
mớinói,1
tacòn,1
xoabụng,1
vàBảo,1
cùngLâm,1
đốivới,1
chóngđiều,1
giờxuất,1
vợhay,1
nhớhết,1
nơinương,1
ngườitoàn,1
làloại,1
phảilật,1
diệncho,1
ănbắt,1
khôngđể,1
mắtnhư,1
nênđi,1
đượcthì,1
thếkhông,1
làAn,1
hiếukính,1
bữacơm,1
béonhất,1
nhưngthấy,1
phảinhắm,1
nhữngđiều,1
đuã,1
nhìnxung,1
toétmiệng,1
anhđi,1
bagọi,1
nghĩcó,1
cửavào,1
đangcười,1
anhhình,1
Thấycon,1
gìthì,1
thắmthiết,1
Nghethấy,1
dẫnAn,1
vàoghế,1
Yêuthì,1
lòngvà,1
vừarồi,1
mộthình,1
aicó,1
hiệnlên,1
màký,1
cáchngang,1
biếtAn,1
tưởngtượng,1
nhìnthấy,1
Log,1
tuộcbám,1
phòngAn,1
nghethấy,1
khôngbiến,1
Dạlàm,1
nữkhác,1
đỡthì,1
nàydám,1
nóikiểu,1
Yêusắp,1
vànggiải,1
đánhanh,1
lửadục,1
khôngchút,1
môiJulie,1
dụcvọng,1
đầybàn,1
Julieđi,1
bịanh,1
đồngnữa,1
phươngdiện,1
Dạlại,1
sungsướng,1
rõViêm,1
áochỉnh,1
xangười,1
ngheđược,1
đâychứ,1
lytinh,1
từđâu,1
raanh,1
nếuHinh,1
nhưmình,1
khiHinh,1
HinhDư,1
Tôilà,1
suốtngày,1
kíchđộng,1
đangmang,1
vàobụng,1
cútra,1
conmình,1
lấyxấu,1
lýchuyện,1
đượcchấp,1
đógiơ,1
mútlấy,1
Thậtlâu,1
côbiết,1
đượcquản,1
ThấyAn,1
xảyra,1
lúcnày,1
ngọnlửa,1
hôntôi,1
tựnhiên,1
làmngười,1
bẳm,1
màlại,1
lêngiường,1
lầnchỉ,1
hétlên,1
ngườiđáng,1
hơicong,1
sángrất,1
chuyệncủa,1
nhợtnhạt,1
raban,1
đượckhông,1
sợitóc,1
ngườiđó,1
tìnhtrạng,1
traiquá,1
hớnhở,1
cônhanh,1
traiđẹp,1
dámnhìn,1
đầunhìn,1
Khuônmặt,1
nếukhông,1
đẹptrai,1
Giờmình,1
xuốngnói,1
giờchưa,1
manggiọt,1
nhữnglời,1
đợiLong,1
traicủa,1
nhàngôm,1
taiAn,1
mongcó,1
trainhư,1
thìtốt,1
trongquán,1
mộttiếng,1
giờlại,1
vộivàng,1
ửnghồng,1
bịtiếng,1
mìnhkinh,1
quáithế,1
coichặt,1
LongQuân,1
Giờanh,1
nhậnbiến,1
thậtngốc,1
còndám,1
rồitiến,1
lolắng,1
ranhững,1
Anhbiết,1
ýmà,1
Ankhông,1
nóngbỏng,1
hỏinhiều,1
lênnão,1
hônmà,1
chợthoạt,1
đãnghĩ,1
anhchàng,1
téngã,1
thậtthú,1
dươngtự,1
cônhóc,1
đâymình,1
cókhó,1
Yêuà,1
bìnhcó,1
bàLong,1
chobà,1
cònsức,1
đãgọi,1
nghỉtrước,1
lặngcho,1
mỗilần,1
bịhâm,1
đềà,1
thểphát,1
thìchắc,1
Dạthầm,1
chằmchằm,1
mộtbên,1
tốinay,1
thìsao,1
thiếtcủa,1
giờhọ,1
đangngồi,1
thíchthì,1
Tìnhtrạng,1
Cảđêm,1
muốnnói,1
nghĩđâu,1
sợmà,1
thaiđấy,1
giờthì,1
xuixẻo,1
cườinhư,1
nụcười,1
đồngkhông,1
Dạcứng,1
thìthực,1
mấycái,1
Yêucũng,1
Dạtrả,1
cườihíp,1
rồikhông,1
lòngthấy,1
đángghét,1
chỉchỉ,1
cònnhiều,1
chịdâu,1
cánhcửa,1
Bảokhông,1
khôngkiềm,1
qualăn,1
hamngủ,1
nằmthoải,1
phongphanh,1
thìnhìn,1
ngườilàm,1
sựlựa,1
mìnhsau,1
biếtbao,1
nổida,1
tênmình,1
nhưngmiệng,1
bóngngười,1
trongvòng,1
vàngbị,1
tưởngAn,1
gắngnhịn,1
khỏiphòng,1
vậythì,1
Trongphòng,1
chomình,1
củaLong,1
gìhết,1
cườikhan,1
mạtchược,1
bắtđầu,1
nênnói,1
nếumình,1
khôngthèm,1
hàilòng,1
Đúnglà,1
mắtto,1
lúcnào,1
chucái,1
Yêumới,1
hậnvì,1
ngủchưa,1
ngủsao,1
thặn,1
ngựccảm,1
rađây,1
cườigiống,1
nữanôn,1
cókinh,1
chútnước,1
cũngtừng,1
sangchủ,1
biếtLong,1
hoatrông,1
ýlái,1
lêntiếng,1
anhđang,1
chứgì,1
màanh,1
sẽkhông,1
nóira,1
nghexong,1
nóicủa,1
đangghen,1
xethì,1
anhrồi,1
nểmặt,1
rấynhanh,1
Longgia,1
ômAn,1
tiềnkhông,1
nhậntiền,1
tụcphải,1
miếngbánh,1
đôichân,1
mắtlên,1
cáchvới,1
củaem,1
thôichứ,1
vàotrong,1
bữatiệc,1
Yêuvà,1
Yêura,1
Yêulớn,1
liềnchưa,1
hàngquần,1
tớitham,1
khôngđồng,1
cáinào,1
trêntay,1
chọnkhi,1
thưởngqua,1
nóitiết,1
họctrò,1
lạidẫn,1
trongsáng,1
quenquen,1
đâykhông,1
làMị,1
rồicười,1
gáinày,1
vậynữa,1
thìkhuôn,1
chạythẳng,1
Tuyếtcảm,1
mìnhcũng,1
tìnhchọc,1
táimét,1
nguyhiểm,1
nhịnđược,1
xuốngáo,1
nghèonha,1
nàynhìn,1
ngườinào,1
điêncuồng,1
giữaví,1
nàyđang,1
tinhkhông,1
phảitrả,1
cóthiếu,1
nênMị,1
màmình,1
khôngkhách,1
đầuhoạt,1
quỷnghèo,1
MịÂm,1
ngácnhìn,1
trảtiền,1
suyđoán,1
khôngsức,1
Tuyếthôn,1
Tuyếtcạy,1
khôngquan,1
mắtcủa,1
đóthật,1
cùngLong,1
cólàm,1
Ancũng,1
khôngcam,1
hơimệt,1
nụhôn,1
QuânAn,1
cóđối,1
dùtrên,1
mimắt,1
đắpchăn,1
mặtTiểu,1
nhưtrước,1
ảnhLong,1
bịAn,1
rầyAn,1
nhìnLong,1
ýkiến,1
tathì,1
giờtrở,1
Phiá,1
tìmLong,1
ănnha,1
thểcảm,1
cũngdùng,1
MịĂm,1
mìnhtrong,1
Dạđành,1
vàoAn,1
ởchung,1
cáichính,1
đangdừng,1
khángnhưng,1
nhảylên,1
phépanh,1
làmmuốn,1
gìthật,1
làmchuyện,1
muốntốt,1
quađó,1
trướctiên,1
tênđiên,1
vàolòng,1
Dạnổi,1
từtừ,1
vekhuôn,1
emngoan,1
mặtmình,1
lòngchút,1
hisinh,1
nàylàm,1
lúclại,1
thậtchặt,1
cònchút,1
Dạmuốn,1
mìnhsuýt,1
ngồiđối,1
lênmũi,1
nhìnkỳ,1
thìquên,1
đènén,1
thìnói,1
khôngchịu,1
ýngay,1
nữxung,1
thìmình,1
cuatrai,1
thìtôi,1
trêngiường,1
nhaunhưng,1
côphải,1
phóvới,1
nhànrỗi,1
sổra,1
mộtdải,1
phốvề,1
mộtnhịp,1
liềntừ,1
nàyvới,1
thaydép,1
nhìnbóng,1
độnglòng,1
mùithơm,1
theođuổi,1
vậyđấy,1
khôngthay,1
damình,1
đànhvác,1
đangvui,1
liềnvươn,1
chútsung,1
mìnhlại,1
Dạcũng,1
vòngtay,1
từbỏ,1
mìnhliên,1
ratay,1
nêncậu,1
tiềnthuê,1
thểđưa,1
nàyđến,1
nghỉngơi,1
thểhiểu,1
lobáo,1
Ánhmặt,1
mớichịu,1
Yêunghe,1
ngoàicánh,1
đấykhông,1
nhìnchiếc,1
xebước,1
rơixuống,1
mìnhrồi,1
sớmđã,1
chộtdạ,1
nàycủa,1
Trờiạ,1
chợtdừng,1
mìnhhai,1
vàngnhạt,1
thậtthì,1
miệngđược,1
thươngxót,1
cathật,1
tớisao,1
chịcưỡng,1
tàulá,1
phạtcậu,1
emnữa,1
hiếpmình,1
vẻmặt,1
ngườidễ,1
cótự,1
Tuyếttuy,1
nêncho,1
rấtlịch,1
quảthì,1
khôngtừ,1
nhìnnhau,1
tranhgiành,1
chínhmà,1
nghenhững,1
hệnày,1
đượcthứ,1
gócngồi,1
rơitách,1
ghếcàng,1
đồvật,1
mạnhtách,1
anhcó,1
ngườitranh,1
hailại,1
lấylòng,1
bữasáng,1
thìAn,1
toàntinh,1
ănsáng,1
toànkhông,1
gắpthức,1
màem,1
mắtlạnh,1
cũngcảm,1
mồhôi,1
imxem,1
ấykhông,1
sinhcũng,1
ngoanngoãn,1
đấythì,1
gậtđầu,1
quyếtđịnh,1
đủdũng,1
vọngsàn,1
nênmới,1
muốnkhiêu,1
aitrong,1
chắcphần,1
taisao,1
vẫncòn,1
xinlỗi,1
nhátgan,1
cậulại,1
chắptay,1
biếtvì,1
Yêuthật,1
cầnnhìn,1
lạithấy,1
vuốtngực,1
vừavào,1
emra,1
phảiLong,1
thấybọn,1
nàyem,1
thếbèn,1
Ankéo,1
mạngđâu,1
đáLong,1
Yêulàm,1
ngoãnnhư,1
chịcòn,1
ngơiđược,1
quácao,1
chỉtiếc,1
códẫm,1
mùirượu,1
đãcười,1
dụAn,1
chuyênnghiệp,1
đầuhài,1
Angiật,1
dùmình,1
nàyđâu,1
giườngkhông,1
choxem,1
tiagian,1
áosơmi,1
Trờiơi,1
muốnlùi,1
néncảm,1
thìLong,1
đẩyAn,1
chịthực,1
cũngđã,1
làbao,1
thểnghĩ,1
anhchưa,1
làgiọng,1
vềlúc,1
nghĩngợi,1
lạichui,1
lấychìa,1
cònmột,1
rấtquen,1
nhỏđể,1
Yêucó,1
tiếngđộng,1
Yêutrên,1
thấymình,1
Dạnhặt,1
thầmthan,1
chóngra,1
thìngạc,1
đùathôi,1
phảilàm,1
rằngLong,1
xửvới,1
uyhiếp,1
rachuyện,1
muốnem,1
thậtnha,1
nhìnvào,1
tráchnhiệm,1
nàyLong,1
khiLong,1
mìnhchuyện,1
nhỏcủa,1
lắngchính,1
cóchấp,1
ngừngđược,1
đượccô,1
nơirồi,1
haimạng,1
nóiđến,1
thìtrong,1
giọ,1
dotức,1
màythật,1
nênnhằm,1
Yêubỏ,1
uốngrượu,1
thiệtmột,1
chairượu,1
nàokhông,1
conglên,1
cốgắng,1
têrồi,1
anhchiếm,1
thểtrốn,1
rónrén,1
mặtra,1
cườikhẩy,1
mặtLong,1
chuidưới,1
cònmình,1
biếtkhông,1
kêuca,1
vớiLong,1
trongmắt,1
thểche,1
dụngcách,1
Đồlưu,1
nghĩmình,1
giảithích,1
ấyđẩy,1
sựmuốn,1
cótrách,1
bịlàm,1
mắtđưa,1
Yêuhơi,1
saynhanh,1
sángcho,1
lòngcầu,1
cũngchưa,1
chưachạm,1
Nhìncái,1
thiếncậu,1
đếnrượu,1
thậtkhổ,1
mớiđược,1
phòngkhách,1
bétới,1
khinào,1
chacó,1
cáigì,1
chưamang,1
chạytới,1
màbiết,1
nhậnđêm,1
cũngtìm,1
quyếtđược,1
Yêuchậm,1
Tuyếtđầy,1
Tuyếtgần,1
mớiđiều,1
ngăncản,1
nhântiện,1
nhấpchút,1
Nhara,1
nhưsấm,1
chuộcrồi,1
cóbiết,1
đủsức,1
phảingười,1
đangnghĩ,1
cổngnhà,1
đangtrêu,1
tứcđứng,1
nhữngphần,1
khônghề,1
cổnglàm,1
mặtcương,1
độkhác,1
âncần,1
lòngchỉ,1
cômới,1
xemmình,1
rờiđi,1
khôngtrả,1
tựcho,1
Yêukéo,1
Dạthì,1
tuyệtvọng,1
cậuđang,1
Nhanhận,1
ýđiều,1
đượcnhận,1
ngườiđã,1
hộinày,1
thainhưng,1
conrể,1
Bacũng,1
nhưngthật,1
saoxét,1
muốnthì,1
tangậm,1
nênkhi,1
đêmđó,1
chocậu,1
anhkhông,1
bácAn,1
muốntìm,1
mìnhchui,1
cógì,1
nhìnngười,1
màysuy,1
thuậnrồi,1
cáoLâm,1
ôngvừa,1
mứckhông,1
balắp,1
đãnhận,1
sauminh,1
sựthật,1
côrồi,1
Tuyếtnhắm,1
toánthiệt,1
trọngnhất,1
nóirằng,1
đichung,1
mọichuyện,1
Yêuđi,1
cũngquanh,1
ngọtbùi,1
Tuyếtkhông,1
cũngtốt,1
Nóichung,1
lúclâu,1
nàyngoài,1
cóquyết,1
quátốt,1
nhiệmchứ,1
mộtđám,1
gạttình,1
imlặng,1
kéolên,1
haianh,1
xấuhổ,1
bọncon,1
màlấy,1
thìbỏ,1
anhchứ,1
áynáy,1
miênchính,1
điđêm,1
phảinói,1
côchuẩn,1
anhliền,1
emlại,1
yêntâm,1
trướcmình,1
vàMị,1
họrời,1
Dạmới,1
xevào,1
anhmuốn,1
cóche,1
mấycâu,1
lòngbỗng,1
cảchỉ,1
vàophòng,1
cuốicùng,1
emkhông,1
Yêuphản,1
vẻtrong,1
tìnhmột,1
đứngtrước,1
vìanh,1
thìcòn,1
mậtkhông,1
quachuyện,1
hítmột,1
trướccửa,1
lắngnhìn,1
đóngcửa,1
Thôikệ,1
đấmlên,1
taylên,1
đềulà,1
cuộcđời,1
chọnanh,1
nhụnhã,1
khépmi,1
ýmình,1
hạnhphúc,1
hoặcông,1
nghĩgì,1
đikhông,1
ngụmtrà,1
lòngkhông,1
vẫncó,1
lyxuống,1
nhưngnhỡ,1
mộttháng,1
hoađể,1
chỗcũ,1
dấprất,1
Liêncơ,1
ngườigiống,1
côAn,1
thấychuyện,1
gìđang,1
lýdo,1
nữasao,1
thácđược,1
chỉcách,1
Tuyếtmới,1
Tuyếtthấy,1
cứnói,1
biếtđến,1
điềutra,1
nênđành,1
củaTiểu,1
anhtìm,1
địnhtìm,1
chuyệntìm,1
Tuyếtcũng,1
